,avg_price_dif,features
1273,31.9478,['sqft_living' 'sqft_lot' 'floors' 'sqft_basement' 'yr_built']
2323,31.9485,['sqft_living' 'floors' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
1275,31.9486,['sqft_living' 'sqft_lot' 'floors' 'yr_built' 'yr_renovated']
510,31.9489,['sqft_living' 'sqft_lot' 'floors' 'yr_built']
858,31.9496,['bedrooms' 'sqft_living' 'sqft_lot' 'sqft_above' 'yr_built']
2254,31.9497,['sqft_living' 'sqft_lot' 'floors' 'sqft_above' 'yr_built' 'yr_renovated']
1271,31.9497,['sqft_living' 'sqft_lot' 'floors' 'sqft_above' 'yr_built']
860,31.9506,['bedrooms' 'sqft_living' 'sqft_lot' 'sqft_basement' 'yr_built']
2258,31.9519,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'condition' 'yr_built']
1339,31.9523,['sqft_living' 'floors' 'condition' 'sqft_basement' 'yr_built']
1773,31.953,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'condition']
1341,31.9532,['sqft_living' 'floors' 'condition' 'yr_built' 'yr_renovated']
1337,31.9544,['sqft_living' 'floors' 'condition' 'sqft_above' 'yr_built']
2265,31.957,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'yr_built' 'yr_renovated']
546,31.9595,['sqft_living' 'floors' 'condition' 'yr_built']
1351,31.9618,['sqft_living' 'waterfront' 'view' 'sqft_above' 'yr_built']
271,31.9626,['bedrooms' 'sqft_living' 'sqft_lot' 'yr_built']
1353,31.9648,['sqft_living' 'waterfront' 'view' 'sqft_basement' 'yr_built']
1279,31.9657,['sqft_living' 'sqft_lot' 'waterfront' 'view' 'yr_built']
2146,31.9701,"['bathrooms' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_built']"
1342,31.9712,['sqft_living' 'floors' 'sqft_above' 'sqft_basement' 'yr_built']
676,31.9718,['floors' 'sqft_above' 'sqft_basement' 'yr_built']
2325,31.9721,"['sqft_living' 'floors' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1485,31.9726,['floors' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
2341,31.9757,['sqft_living' 'view' 'condition' 'sqft_above' 'sqft_basement' 'yr_built']
1933,31.9798,['bedrooms' 'floors' 'view' 'condition' 'sqft_above' 'sqft_basement']
2430,31.981,['view' 'condition' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
1501,31.9815,['view' 'condition' 'sqft_above' 'sqft_basement' 'yr_built']
2000,31.9835,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above' 'yr_built']
551,31.9864,['sqft_living' 'floors' 'sqft_basement' 'yr_built']
2002,31.9867,"['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement'
 'yr_built']"
1345,31.9872,['sqft_living' 'floors' 'sqft_basement' 'yr_built' 'yr_renovated']
549,31.9883,['sqft_living' 'floors' 'sqft_above' 'yr_built']
2345,31.9887,"['sqft_living' 'view' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1344,31.9892,['sqft_living' 'floors' 'sqft_above' 'yr_built' 'yr_renovated']
1789,31.9926,['bedrooms' 'sqft_living' 'floors' 'view' 'condition' 'sqft_basement']
1505,31.9939,['view' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
1541,31.9943,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'view' 'condition']
2343,31.9946,['sqft_living' 'view' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
1788,31.9949,['bedrooms' 'sqft_living' 'floors' 'view' 'condition' 'sqft_above']
1367,31.9952,['sqft_living' 'view' 'condition' 'sqft_above' 'yr_built']
1520,31.9953,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'view' 'condition']
1738,31.9954,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'condition']
2344,31.9981,"['sqft_living' 'view' 'condition' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1369,31.9988,['sqft_living' 'view' 'condition' 'sqft_basement' 'yr_built']
113,32.0004,['sqft_living' 'floors' 'yr_built']
553,32.0012,['sqft_living' 'floors' 'yr_built' 'yr_renovated']
1372,32.0065,['sqft_living' 'view' 'sqft_above' 'sqft_basement' 'yr_built']
869,32.0068,['bedrooms' 'sqft_living' 'floors' 'view' 'condition']
1374,32.008,['sqft_living' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1375,32.0114,['sqft_living' 'view' 'sqft_basement' 'yr_built' 'yr_renovated']
706,32.0119,['view' 'sqft_above' 'sqft_basement' 'yr_built']
2281,32.0221,['sqft_living' 'sqft_lot' 'view' 'condition' 'yr_built' 'yr_renovated']
1293,32.0235,['sqft_living' 'sqft_lot' 'view' 'condition' 'yr_built']
574,32.0261,['sqft_living' 'view' 'sqft_above' 'yr_built']
576,32.0293,['sqft_living' 'view' 'sqft_basement' 'yr_built']
1300,32.0294,['sqft_living' 'sqft_lot' 'view' 'yr_built' 'yr_renovated']
1898,32.0359,['bedrooms' 'sqft_lot' 'view' 'condition' 'sqft_above' 'sqft_basement']
2076,32.0382,"['bathrooms' 'sqft_living' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_built']"
521,32.0389,['sqft_living' 'sqft_lot' 'view' 'yr_built']
2214,32.0394,"['bathrooms' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1236,32.0429,['bathrooms' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_built']
2331,32.0457,['sqft_living' 'waterfront' 'view' 'condition' 'yr_built' 'yr_renovated']
1348,32.0474,['sqft_living' 'waterfront' 'view' 'condition' 'yr_built']
2210,32.0487,"['bathrooms' 'waterfront' 'condition' 'sqft_above' 'sqft_basement'
 'yr_built']"
1355,32.0499,['sqft_living' 'waterfront' 'view' 'yr_built' 'yr_renovated']
2078,32.0524,"['bathrooms' 'sqft_living' 'waterfront' 'sqft_above' 'yr_built'
 'yr_renovated']"
1838,32.0527,"['bedrooms' 'sqft_living' 'condition' 'sqft_above' 'sqft_basement'
 'yr_built']"
1753,32.0528,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_above']
1040,32.0532,['bedrooms' 'condition' 'sqft_above' 'sqft_basement' 'yr_built']
1754,32.0532,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'condition' 'sqft_basement']
2079,32.0555,"['bathrooms' 'sqft_living' 'waterfront' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1104,32.0559,['bathrooms' 'sqft_living' 'waterfront' 'sqft_above' 'yr_built']
848,32.0563,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'condition']
1106,32.059,['bathrooms' 'sqft_living' 'waterfront' 'sqft_basement' 'yr_built']
1968,32.059,"['bedrooms' 'condition' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
557,32.0601,['sqft_living' 'waterfront' 'view' 'yr_built']
2071,32.0613,"['bathrooms' 'sqft_living' 'waterfront' 'condition' 'sqft_above'
 'yr_built']"
1756,32.0613,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'condition' 'yr_renovated']
2073,32.0643,"['bathrooms' 'sqft_living' 'waterfront' 'condition' 'sqft_basement'
 'yr_built']"
2004,32.067,"['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'yr_built'
 'yr_renovated']"
1044,32.0686,['bedrooms' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
1842,32.0687,"['bedrooms' 'sqft_living' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1056,32.0719,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'yr_built']
910,32.0723,['bedrooms' 'sqft_living' 'condition' 'sqft_above' 'yr_built']
912,32.0734,['bedrooms' 'sqft_living' 'condition' 'sqft_basement' 'yr_built']
1840,32.0778,"['bedrooms' 'sqft_living' 'condition' 'sqft_above' 'yr_built'
 'yr_renovated']"
1841,32.0785,"['bedrooms' 'sqft_living' 'condition' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1556,32.0791,['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'view' 'condition']
293,32.0833,['bedrooms' 'sqft_living' 'condition' 'yr_built']
915,32.0854,['bedrooms' 'sqft_living' 'sqft_above' 'sqft_basement' 'yr_built']
381,32.0854,['bedrooms' 'sqft_above' 'sqft_basement' 'yr_built']
914,32.0865,['bedrooms' 'sqft_living' 'condition' 'yr_built' 'yr_renovated']
917,32.0882,['bedrooms' 'sqft_living' 'sqft_above' 'yr_built' 'yr_renovated']
1997,32.0883,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'condition' 'yr_built']
918,32.0891,['bedrooms' 'sqft_living' 'sqft_basement' 'yr_built' 'yr_renovated']
1574,32.0911,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'condition' 'yr_renovated']
300,32.0977,['bedrooms' 'sqft_living' 'yr_built' 'yr_renovated']
296,32.1052,['bedrooms' 'sqft_living' 'sqft_above' 'yr_built']
298,32.1061,['bedrooms' 'sqft_living' 'sqft_basement' 'yr_built']
17,32.1124,['bedrooms' 'sqft_living' 'yr_built']
1371,32.1135,['sqft_living' 'view' 'condition' 'yr_built' 'yr_renovated']
571,32.1154,['sqft_living' 'view' 'condition' 'yr_built']
578,32.1182,['sqft_living' 'view' 'yr_built' 'yr_renovated']
1702,32.1191,['bedrooms' 'bathrooms' 'view' 'condition' 'sqft_above' 'sqft_basement']
124,32.1282,['sqft_living' 'view' 'yr_built']
1108,32.1297,['bathrooms' 'sqft_living' 'waterfront' 'yr_built' 'yr_renovated']
404,32.1331,['bathrooms' 'sqft_living' 'waterfront' 'yr_built']
736,32.1352,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'condition']
1571,32.1352,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'condition' 'sqft_above']
1572,32.1355,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'condition' 'sqft_basement']
1948,32.1413,['bedrooms' 'waterfront' 'view' 'condition' 'sqft_above' 'sqft_basement']
1101,32.1474,['bathrooms' 'sqft_living' 'waterfront' 'condition' 'yr_built']
2075,32.1504,"['bathrooms' 'sqft_living' 'waterfront' 'condition' 'yr_built'
 'yr_renovated']"
1811,32.1512,['bedrooms' 'sqft_living' 'waterfront' 'view' 'condition' 'yr_renovated']
884,32.1582,['bedrooms' 'sqft_living' 'waterfront' 'view' 'condition']
1808,32.1589,['bedrooms' 'sqft_living' 'waterfront' 'view' 'condition' 'sqft_above']
1809,32.1591,['bedrooms' 'sqft_living' 'waterfront' 'view' 'condition' 'sqft_basement']
2160,32.1931,"['bathrooms' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement'
 'yr_built']"
1964,32.1966,['bedrooms' 'view' 'condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
2164,32.1968,"['bathrooms' 'sqft_lot' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
2021,32.1969,"['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_above' 'sqft_basement'
 'yr_built']"
1030,32.1985,['bedrooms' 'view' 'condition' 'sqft_above' 'sqft_basement']
1828,32.1989,['bedrooms' 'sqft_living' 'view' 'condition' 'sqft_above' 'sqft_basement']
1181,32.2007,['bathrooms' 'sqft_lot' 'sqft_above' 'sqft_basement' 'yr_built']
2016,32.2064,['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above' 'yr_built']
2018,32.2097,"['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_basement'
 'yr_built']"
2023,32.2107,"['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_above' 'yr_built'
 'yr_renovated']"
902,32.2128,['bedrooms' 'sqft_living' 'view' 'condition' 'yr_renovated']
1830,32.2131,['bedrooms' 'sqft_living' 'view' 'condition' 'sqft_above' 'yr_renovated']
1832,32.2134,"['bedrooms' 'sqft_living' 'view' 'condition' 'sqft_basement'
 'yr_renovated']"
2024,32.2138,"['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1068,32.2145,['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_above' 'yr_built']
286,32.2154,['bedrooms' 'sqft_living' 'view' 'condition']
899,32.2161,['bedrooms' 'sqft_living' 'view' 'condition' 'sqft_above']
900,32.2164,['bedrooms' 'sqft_living' 'view' 'condition' 'sqft_basement']
1070,32.2177,['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_basement' 'yr_built']
1514,32.2191,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view']
1717,32.2228,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'waterfront' 'view']
1882,32.2429,['bedrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1742,32.2479,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'yr_renovated']
1740,32.258,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_basement']
842,32.2581,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view']
1739,32.2582,['bedrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'view' 'sqft_above']
1727,32.2634,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'view' 'yr_renovated']
1862,32.265,['bedrooms' 'sqft_lot' 'floors' 'view' 'sqft_above' 'sqft_basement']
2090,32.2652,"['bathrooms' 'sqft_living' 'condition' 'sqft_above' 'sqft_basement'
 'yr_built']"
1703,32.2664,['bedrooms' 'bathrooms' 'view' 'condition' 'sqft_above' 'yr_built']
2094,32.2665,"['bathrooms' 'sqft_living' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
2392,32.2673,"['sqft_lot' 'waterfront' 'condition' 'sqft_above' 'sqft_basement'
 'yr_built']"
1524,32.2696,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'view' 'yr_renovated']
1125,32.2697,['bathrooms' 'sqft_living' 'sqft_above' 'sqft_basement' 'yr_built']
1250,32.2698,['bathrooms' 'condition' 'sqft_above' 'sqft_basement' 'yr_built']
1254,32.2707,['bathrooms' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
2396,32.2718,"['sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
2220,32.2721,"['bathrooms' 'condition' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
501,32.2739,['bathrooms' 'sqft_above' 'sqft_basement' 'yr_built']
1725,32.2766,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_basement']
2272,32.2769,"['sqft_living' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_built']"
1724,32.2787,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'view' 'sqft_above']
1432,32.2801,['sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_built']
1631,32.281,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement']
1120,32.2829,['bathrooms' 'sqft_living' 'condition' 'sqft_above' 'yr_built']
2267,32.2831,['sqft_living' 'sqft_lot' 'waterfront' 'condition' 'sqft_above' 'yr_built']
1127,32.2843,['bathrooms' 'sqft_living' 'sqft_above' 'yr_built' 'yr_renovated']
2092,32.285,"['bathrooms' 'sqft_living' 'condition' 'sqft_above' 'yr_built'
 'yr_renovated']"
1122,32.2858,['bathrooms' 'sqft_living' 'condition' 'sqft_basement' 'yr_built']
2269,32.2858,"['sqft_living' 'sqft_lot' 'waterfront' 'condition' 'sqft_basement'
 'yr_built']"
1128,32.2869,['bathrooms' 'sqft_living' 'sqft_basement' 'yr_built' 'yr_renovated']
1508,32.2869,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'view']
416,32.2876,['bathrooms' 'sqft_living' 'sqft_above' 'yr_built']
2274,32.2879,"['sqft_living' 'sqft_lot' 'waterfront' 'sqft_above' 'yr_built'
 'yr_renovated']"
2093,32.2879,"['bathrooms' 'sqft_living' 'condition' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1917,32.2893,['bedrooms' 'floors' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
418,32.2901,['bathrooms' 'sqft_living' 'sqft_basement' 'yr_built']
2275,32.2904,"['sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement' 'yr_built'
 'yr_renovated']"
2239,32.2933,['sqft_living' 'sqft_lot' 'floors' 'view' 'condition' 'yr_renovated']
1522,32.295,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_basement']
1521,32.2952,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_above']
717,32.2956,['bedrooms' 'bathrooms' 'sqft_living' 'sqft_lot' 'view']
1072,32.2961,['bathrooms' 'sqft_living' 'sqft_lot' 'yr_built' 'yr_renovated']
1286,32.2963,['sqft_living' 'sqft_lot' 'waterfront' 'sqft_above' 'yr_built']
2294,32.2966,['sqft_living' 'floors' 'waterfront' 'view' 'condition' 'yr_renovated']
836,32.2985,['bedrooms' 'sqft_living' 'sqft_lot' 'floors' 'view']
1288,32.2987,['sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement' 'yr_built']
1777,32.3001,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'yr_renovated']
1775,32.3005,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'sqft_basement']
391,32.3009,['bathrooms' 'sqft_living' 'sqft_lot' 'yr_built']
1774,32.3032,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'view' 'sqft_above']
1065,32.3107,['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'yr_built']
1905,32.3128,['bedrooms' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
2020,32.3141,"['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'yr_built'
 'yr_renovated']"
1940,32.3146,['bedrooms' 'floors' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
1757,32.3184,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement']
959,32.3193,['bedrooms' 'sqft_lot' 'view' 'sqft_above' 'sqft_basement']
1560,32.3255,['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'view' 'yr_renovated']
1796,32.3262,['bedrooms' 'sqft_living' 'floors' 'view' 'sqft_basement' 'yr_renovated']
1761,32.3283,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_basement' 'yr_renovated']
2221,32.3284,['sqft_living' 'sqft_lot' 'floors' 'waterfront' 'view' 'condition']
1759,32.3285,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_above' 'yr_renovated']
852,32.3288,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'yr_renovated']
1794,32.3289,['bedrooms' 'sqft_living' 'floors' 'view' 'sqft_above' 'yr_renovated']
1632,32.3316,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'sqft_above' 'yr_built']
267,32.3341,['bedrooms' 'sqft_living' 'sqft_lot' 'view']
850,32.3345,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_basement']
1535,32.3346,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'waterfront' 'view']
849,32.3346,['bedrooms' 'sqft_living' 'sqft_lot' 'view' 'sqft_above']
1687,32.3376,['bedrooms' 'bathrooms' 'waterfront' 'view' 'sqft_above' 'yr_built']
1686,32.3383,['bedrooms' 'bathrooms' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1290,32.3444,['sqft_living' 'sqft_lot' 'waterfront' 'yr_built' 'yr_renovated']
863,32.3491,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'view']
516,32.3505,['sqft_living' 'sqft_lot' 'waterfront' 'yr_built']
420,32.351,['bathrooms' 'sqft_living' 'yr_built' 'yr_renovated']
1558,32.3523,['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'view' 'sqft_basement']
1557,32.353,['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'view' 'sqft_above']
2271,32.354,"['sqft_living' 'sqft_lot' 'waterfront' 'condition' 'yr_built'
 'yr_renovated']"
1283,32.3543,['sqft_living' 'sqft_lot' 'waterfront' 'condition' 'yr_built']
1781,32.357,['bedrooms' 'sqft_living' 'floors' 'waterfront' 'condition' 'yr_renovated']
62,32.3572,['bathrooms' 'sqft_living' 'yr_built']
730,32.3577,['bedrooms' 'bathrooms' 'sqft_living' 'waterfront' 'view']
1666,32.359,['bedrooms' 'bathrooms' 'floors' 'view' 'sqft_above' 'sqft_basement']
1545,32.3596,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'view' 'yr_renovated']
1792,32.3629,['bedrooms' 'sqft_living' 'floors' 'view' 'sqft_above' 'sqft_basement']
1329,32.3643,['sqft_living' 'floors' 'view' 'condition' 'yr_renovated']
994,32.3643,['bedrooms' 'floors' 'view' 'sqft_above' 'sqft_basement']
413,32.3646,['bathrooms' 'sqft_living' 'condition' 'yr_built']
2419,32.3653,['floors' 'view' 'condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
1710,32.3665,['bedrooms' 'bathrooms' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
820,32.3672,['bedrooms' 'bathrooms' 'view' 'sqft_above' 'yr_built']
1124,32.368,['bathrooms' 'sqft_living' 'condition' 'yr_built' 'yr_renovated']
2043,32.3681,['bathrooms' 'sqft_living' 'floors' 'view' 'condition' 'yr_renovated']
1543,32.3703,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'view' 'sqft_basement']
1542,32.3728,['bedrooms' 'bathrooms' 'sqft_living' 'floors' 'view' 'sqft_above']
871,32.3755,['bedrooms' 'sqft_living' 'floors' 'view' 'sqft_basement']
2315,32.3774,['sqft_living' 'floors' 'view' 'condition' 'sqft_basement' 'yr_renovated']
873,32.378,['bedrooms' 'sqft_living' 'floors' 'view' 'yr_renovated']
870,32.3782,['bedrooms' 'sqft_living' 'floors' 'view' 'sqft_above']
2313,32.3792,['sqft_living' 'floors' 'view' 'condition' 'sqft_above' 'yr_renovated']
1709,32.3816,['bedrooms' 'bathrooms' 'view' 'sqft_above' 'sqft_basement' 'yr_renovated']
1955,32.3855,"['bedrooms' 'waterfront' 'view' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
2336,32.3873,"['sqft_living' 'waterfront' 'condition' 'sqft_above' 'sqft_basement'
 'yr_built']"
2340,32.389,"['sqft_living' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
1975,32.3907,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'view' 'condition']
1496,32.3914,['waterfront' 'condition' 'sqft_above' 'sqft_basement' 'yr_built']
1261,32.3918,['sqft_living' 'sqft_lot' 'floors' 'view' 'condition']
2429,32.3922,"['waterfront' 'condition' 'sqft_above' 'sqft_basement' 'yr_built'
 'yr_renovated']"
2367,32.3923,['sqft_lot' 'floors' 'view' 'condition' 'sqft_above' 'sqft_basement']
1500,32.3925,['waterfront' 'sqft_above' 'sqft_basement' 'yr_built' 'yr_renovated']
1812,32.3946,['bedrooms' 'sqft_living' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1014,32.3953,['bedrooms' 'waterfront' 'view' 'sqft_above' 'sqft_basement']
1579,32.3959,"['bedrooms' 'bathrooms' 'sqft_living' 'view' 'sqft_basement'
 'yr_renovated']"
1577,32.3967,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'sqft_above' 'yr_renovated']
1362,32.3989,['sqft_living' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_built']
1816,32.4015,"['bedrooms' 'sqft_living' 'waterfront' 'view' 'sqft_basement'
 'yr_renovated']"
1814,32.4019,['bedrooms' 'sqft_living' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
696,32.4025,['waterfront' 'sqft_above' 'sqft_basement' 'yr_built']
888,32.4031,['bedrooms' 'sqft_living' 'waterfront' 'view' 'yr_renovated']
740,32.4038,['bedrooms' 'bathrooms' 'sqft_living' 'view' 'yr_renovated']
2403,32.4047,['floors' 'waterfront' 'view' 'condition' 'sqft_above' 'sqft_basement']
2151,32.4047,['bathrooms' 'sqft_lot' 'view' 'condition' 'sqft_above' 'yr_built']
2237,32.4052,['sqft_living' 'sqft_lot' 'floors' 'view' 'condition' 'sqft_basement']
2236,32.4058,['sqft_living' 'sqft_lot' 'floors' 'view' 'condition' 'sqft_above']
2201,32.4062,['bathrooms' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_built']
