,avg_price_dif,features
507,33.2538,['sqft_living' 'sqft_lot' 'floors' 'condition']
1047,33.2543,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'condition']
2147,33.2544,"['bathrooms' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1320,33.2546,['sqft_living' 'floors' 'waterfront' 'sqft_above' 'sqft_basement']
1194,33.2547,['bathrooms' 'floors' 'waterfront' 'sqft_above' 'sqft_basement']
654,33.257,['floors' 'waterfront' 'sqft_above' 'sqft_basement']
2050,33.2596,"['bathrooms' 'sqft_living' 'floors' 'condition' 'sqft_above'
 'sqft_basement']"
1336,33.2601,['sqft_living' 'floors' 'condition' 'sqft_above' 'sqft_basement']
1076,33.2612,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'sqft_basement']
1210,33.2613,['bathrooms' 'floors' 'condition' 'sqft_above' 'sqft_basement']
670,33.2617,['floors' 'condition' 'sqft_above' 'sqft_basement']
2273,33.2617,"['sqft_living' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1433,33.2629,['sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_renovated']
536,33.2634,['sqft_living' 'floors' 'waterfront' 'sqft_basement']
1075,33.2649,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'sqft_above']
2003,33.2668,"['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement'
 'yr_renovated']"
535,33.2671,['sqft_living' 'floors' 'waterfront' 'sqft_above']
2001,33.2676,"['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above'
 'yr_renovated']"
1085,33.2709,['bathrooms' 'sqft_living' 'floors' 'condition' 'sqft_basement']
260,33.2709,['bedrooms' 'bathrooms' 'sqft_above' 'yr_built']
833,33.2712,['bedrooms' 'bathrooms' 'sqft_above' 'yr_built' 'yr_renovated']
545,33.2712,['sqft_living' 'floors' 'condition' 'sqft_basement']
1084,33.2739,['bathrooms' 'sqft_living' 'floors' 'condition' 'sqft_above']
544,33.2742,['sqft_living' 'floors' 'condition' 'sqft_above']
1057,33.2744,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'yr_renovated']
1289,33.2762,['sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement' 'yr_renovated']
1287,33.2769,['sqft_living' 'sqft_lot' 'waterfront' 'sqft_above' 'yr_renovated']
517,33.281,['sqft_living' 'sqft_lot' 'waterfront' 'yr_renovated']
1285,33.2856,['sqft_living' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement']
1045,33.2862,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'waterfront']
619,33.2872,['sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement']
505,33.2874,['sqft_living' 'sqft_lot' 'floors' 'waterfront']
1999,33.2898,"['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above'
 'sqft_basement']"
2105,33.2908,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'sqft_above' 'yr_built']
1159,33.2914,['bathrooms' 'sqft_lot' 'waterfront' 'sqft_above' 'sqft_basement']
515,33.2987,['sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement']
514,33.2996,['sqft_living' 'sqft_lot' 'waterfront' 'sqft_above']
1195,33.3001,['bathrooms' 'floors' 'waterfront' 'sqft_above' 'yr_built']
2183,33.301,['bathrooms' 'floors' 'waterfront' 'sqft_above' 'yr_built' 'yr_renovated']
1055,33.3022,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_basement']
2161,33.3028,"['bathrooms' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1054,33.3032,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront' 'sqft_above']
101,33.3051,['sqft_living' 'sqft_lot' 'waterfront']
386,33.3109,['bathrooms' 'sqft_living' 'sqft_lot' 'waterfront']
1078,33.3167,['bathrooms' 'sqft_living' 'floors' 'waterfront' 'yr_renovated']
1673,33.3171,['bedrooms' 'bathrooms' 'floors' 'condition' 'sqft_above' 'yr_built']
538,33.3177,['sqft_living' 'floors' 'waterfront' 'yr_renovated']
2017,33.3186,"['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above'
 'yr_renovated']"
2019,33.3192,"['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_basement'
 'yr_renovated']"
1066,33.3218,['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'yr_renovated']
1176,33.3271,['bathrooms' 'sqft_lot' 'condition' 'sqft_above' 'yr_built']
2162,33.3292,['bathrooms' 'sqft_lot' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
2287,33.3351,"['sqft_living' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1447,33.3358,['sqft_lot' 'condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
110,33.339,['sqft_living' 'floors' 'condition']
395,33.3398,['bathrooms' 'sqft_living' 'floors' 'condition']
1303,33.3526,['sqft_living' 'sqft_lot' 'condition' 'sqft_above' 'yr_renovated']
1305,33.353,['sqft_living' 'sqft_lot' 'condition' 'sqft_basement' 'yr_renovated']
1252,33.3534,['bathrooms' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
526,33.3548,['sqft_living' 'sqft_lot' 'condition' 'yr_renovated']
496,33.355,['bathrooms' 'condition' 'sqft_above' 'yr_built']
2077,33.3578,"['bathrooms' 'sqft_living' 'waterfront' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1237,33.3587,['bathrooms' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_renovated']
1107,33.3708,['bathrooms' 'sqft_living' 'waterfront' 'sqft_basement' 'yr_renovated']
1105,33.3721,['bathrooms' 'sqft_living' 'waterfront' 'sqft_above' 'yr_renovated']
108,33.3779,['sqft_living' 'floors' 'waterfront']
393,33.3785,['bathrooms' 'sqft_living' 'floors' 'waterfront']
1363,33.3788,['sqft_living' 'waterfront' 'sqft_above' 'sqft_basement' 'yr_renovated']
697,33.3797,['waterfront' 'sqft_above' 'sqft_basement' 'yr_renovated']
1103,33.3868,['bathrooms' 'sqft_living' 'waterfront' 'sqft_above' 'sqft_basement']
2015,33.3876,"['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above'
 'sqft_basement']"
1175,33.3881,['bathrooms' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement']
479,33.3882,['bathrooms' 'waterfront' 'sqft_above' 'sqft_basement']
405,33.3882,['bathrooms' 'sqft_living' 'waterfront' 'yr_renovated']
1183,33.3917,['bathrooms' 'sqft_lot' 'sqft_above' 'yr_built' 'yr_renovated']
444,33.3919,['bathrooms' 'sqft_lot' 'sqft_above' 'yr_built']
567,33.3927,['sqft_living' 'waterfront' 'sqft_basement' 'yr_renovated']
565,33.394,['sqft_living' 'waterfront' 'sqft_above' 'yr_renovated']
563,33.3946,['sqft_living' 'waterfront' 'sqft_above' 'sqft_basement']
1301,33.3959,['sqft_living' 'sqft_lot' 'condition' 'sqft_above' 'sqft_basement']
194,33.3959,['waterfront' 'sqft_above' 'sqft_basement']
635,33.3965,['sqft_lot' 'condition' 'sqft_above' 'sqft_basement']
403,33.3987,['bathrooms' 'sqft_living' 'waterfront' 'sqft_basement']
2091,33.3996,"['bathrooms' 'sqft_living' 'condition' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
402,33.4,['bathrooms' 'sqft_living' 'waterfront' 'sqft_above']
1251,33.4008,['bathrooms' 'condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
1064,33.4024,['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_basement']
1063,33.4026,['bathrooms' 'sqft_living' 'sqft_lot' 'condition' 'sqft_above']
388,33.403,['bathrooms' 'sqft_living' 'sqft_lot' 'condition']
118,33.4074,['sqft_living' 'waterfront' 'sqft_basement']
120,33.4083,['sqft_living' 'waterfront' 'yr_renovated']
117,33.4087,['sqft_living' 'waterfront' 'sqft_above']
1607,33.4089,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'sqft_above' 'yr_built']
2253,33.4116,"['sqft_living' 'sqft_lot' 'floors' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
524,33.4117,['sqft_living' 'sqft_lot' 'condition' 'sqft_basement']
523,33.4118,['sqft_living' 'sqft_lot' 'condition' 'sqft_above']
103,33.4118,['sqft_living' 'sqft_lot' 'condition']
2127,33.413,"['bathrooms' 'sqft_lot' 'floors' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1413,33.4144,['sqft_lot' 'floors' 'sqft_above' 'sqft_basement' 'yr_renovated']
795,33.4148,['bedrooms' 'bathrooms' 'floors' 'sqft_above' 'yr_built']
1680,33.4148,['bedrooms' 'bathrooms' 'floors' 'sqft_above' 'yr_built' 'yr_renovated']
1121,33.4163,['bathrooms' 'sqft_living' 'condition' 'sqft_above' 'yr_renovated']
1123,33.4166,['bathrooms' 'sqft_living' 'condition' 'sqft_basement' 'yr_renovated']
414,33.417,['bathrooms' 'sqft_living' 'condition' 'yr_renovated']
57,33.4179,['bathrooms' 'sqft_living' 'waterfront']
1988,33.4203,"['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'sqft_basement'
 'yr_renovated']"
1274,33.4217,['sqft_living' 'sqft_lot' 'floors' 'sqft_basement' 'yr_renovated']
95,33.4228,['bathrooms' 'sqft_above' 'yr_built']
503,33.4229,['bathrooms' 'sqft_above' 'yr_built' 'yr_renovated']
1986,33.4238,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'sqft_above' 'yr_renovated']
1272,33.4252,['sqft_living' 'sqft_lot' 'floors' 'sqft_above' 'yr_renovated']
2197,33.4484,['bathrooms' 'floors' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
1377,33.4513,['sqft_living' 'condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
711,33.4523,['condition' 'sqft_above' 'sqft_basement' 'yr_renovated']
581,33.4689,['sqft_living' 'condition' 'sqft_above' 'yr_renovated']
2121,33.4692,['bathrooms' 'sqft_lot' 'floors' 'condition' 'sqft_above' 'yr_built']
583,33.4693,['sqft_living' 'condition' 'sqft_basement' 'yr_renovated']
129,33.47,['sqft_living' 'condition' 'yr_renovated']
2057,33.47,"['bathrooms' 'sqft_living' 'floors' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1984,33.4701,"['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'sqft_above'
 'sqft_basement']"
1343,33.4705,['sqft_living' 'floors' 'sqft_above' 'sqft_basement' 'yr_renovated']
1211,33.4711,['bathrooms' 'floors' 'condition' 'sqft_above' 'yr_built']
1217,33.4727,['bathrooms' 'floors' 'sqft_above' 'sqft_basement' 'yr_renovated']
677,33.4732,['floors' 'sqft_above' 'sqft_basement' 'yr_renovated']
1144,33.4734,['bathrooms' 'sqft_lot' 'floors' 'sqft_above' 'sqft_basement']
1270,33.479,['sqft_living' 'sqft_lot' 'floors' 'sqft_above' 'sqft_basement']
1049,33.4791,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'sqft_basement']
1092,33.4798,['bathrooms' 'sqft_living' 'floors' 'sqft_basement' 'yr_renovated']
552,33.4802,['sqft_living' 'floors' 'sqft_basement' 'yr_renovated']
604,33.4822,['sqft_lot' 'floors' 'sqft_above' 'sqft_basement']
1048,33.4829,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'sqft_above']
1090,33.4836,['bathrooms' 'sqft_living' 'floors' 'sqft_above' 'yr_renovated']
550,33.4841,['sqft_living' 'floors' 'sqft_above' 'yr_renovated']
1119,33.4859,['bathrooms' 'sqft_living' 'condition' 'sqft_above' 'sqft_basement']
495,33.4861,['bathrooms' 'condition' 'sqft_above' 'sqft_basement']
509,33.4879,['sqft_living' 'sqft_lot' 'floors' 'sqft_basement']
508,33.4915,['sqft_living' 'sqft_lot' 'floors' 'sqft_above']
412,33.5001,['bathrooms' 'sqft_living' 'condition' 'sqft_basement']
411,33.5007,['bathrooms' 'sqft_living' 'condition' 'sqft_above']
59,33.5042,['bathrooms' 'sqft_living' 'condition']
579,33.5072,['sqft_living' 'condition' 'sqft_above' 'sqft_basement']
210,33.5074,['condition' 'sqft_above' 'sqft_basement']
127,33.5225,['sqft_living' 'condition' 'sqft_basement']
126,33.5231,['sqft_living' 'condition' 'sqft_above']
1088,33.5285,['bathrooms' 'sqft_living' 'floors' 'sqft_above' 'sqft_basement']
511,33.531,['sqft_living' 'sqft_lot' 'floors' 'yr_renovated']
1051,33.531,['bathrooms' 'sqft_living' 'sqft_lot' 'floors' 'yr_renovated']
464,33.5316,['bathrooms' 'floors' 'sqft_above' 'sqft_basement']
548,33.5332,['sqft_living' 'floors' 'sqft_above' 'sqft_basement']
179,33.5362,['floors' 'sqft_above' 'sqft_basement']
397,33.537,['bathrooms' 'sqft_living' 'floors' 'sqft_basement']
396,33.541,['bathrooms' 'sqft_living' 'floors' 'sqft_above']
112,33.5417,['sqft_living' 'floors' 'sqft_basement']
111,33.5455,['sqft_living' 'floors' 'sqft_above']
1145,33.5485,['bathrooms' 'sqft_lot' 'floors' 'sqft_above' 'yr_built']
2128,33.5488,['bathrooms' 'sqft_lot' 'floors' 'sqft_above' 'yr_built' 'yr_renovated']
465,33.5518,['bathrooms' 'floors' 'sqft_above' 'yr_built']
1218,33.5522,['bathrooms' 'floors' 'sqft_above' 'yr_built' 'yr_renovated']
2022,33.553,"['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_above' 'sqft_basement'
 'yr_renovated']"
1182,33.5547,['bathrooms' 'sqft_lot' 'sqft_above' 'sqft_basement' 'yr_renovated']
1308,33.5572,['sqft_living' 'sqft_lot' 'sqft_above' 'sqft_basement' 'yr_renovated']
642,33.5589,['sqft_lot' 'sqft_above' 'sqft_basement' 'yr_renovated']
1071,33.5664,['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_basement' 'yr_renovated']
1069,33.5675,['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_above' 'yr_renovated']
531,33.5714,['sqft_living' 'sqft_lot' 'sqft_basement' 'yr_renovated']
529,33.5724,['sqft_living' 'sqft_lot' 'sqft_above' 'yr_renovated']
527,33.5731,['sqft_living' 'sqft_lot' 'sqft_above' 'sqft_basement']
158,33.5752,['sqft_lot' 'sqft_above' 'sqft_basement']
392,33.5767,['bathrooms' 'sqft_living' 'sqft_lot' 'yr_renovated']
107,33.5787,['sqft_living' 'sqft_lot' 'yr_renovated']
1067,33.581,['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_above' 'sqft_basement']
443,33.5831,['bathrooms' 'sqft_lot' 'sqft_above' 'sqft_basement']
105,33.5855,['sqft_living' 'sqft_lot' 'sqft_basement']
104,33.587,['sqft_living' 'sqft_lot' 'sqft_above']
390,33.5929,['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_basement']
389,33.5944,['bathrooms' 'sqft_living' 'sqft_lot' 'sqft_above']
385,33.5974,['bathrooms' 'sqft_living' 'sqft_lot' 'floors']
100,33.5976,['sqft_living' 'sqft_lot' 'floors']
55,33.6128,['bathrooms' 'sqft_living' 'sqft_lot']
399,33.6256,['bathrooms' 'sqft_living' 'floors' 'yr_renovated']
114,33.6261,['sqft_living' 'floors' 'yr_renovated']
1126,33.6517,['bathrooms' 'sqft_living' 'sqft_above' 'sqft_basement' 'yr_renovated']
502,33.6531,['bathrooms' 'sqft_above' 'sqft_basement' 'yr_renovated']
419,33.6644,['bathrooms' 'sqft_living' 'sqft_basement' 'yr_renovated']
417,33.666,['bathrooms' 'sqft_living' 'sqft_above' 'yr_renovated']
586,33.6671,['sqft_living' 'sqft_above' 'sqft_basement' 'yr_renovated']
217,33.6685,['sqft_above' 'sqft_basement' 'yr_renovated']
415,33.6733,['bathrooms' 'sqft_living' 'sqft_above' 'sqft_basement']
94,33.6752,['bathrooms' 'sqft_above' 'sqft_basement']
130,33.6756,['sqft_living' 'sqft_above' 'sqft_basement']
134,33.6807,['sqft_living' 'sqft_basement' 'yr_renovated']
132,33.6822,['sqft_living' 'sqft_above' 'yr_renovated']
61,33.6846,['bathrooms' 'sqft_living' 'sqft_basement']
60,33.6864,['bathrooms' 'sqft_living' 'sqft_above']
63,33.6866,['bathrooms' 'sqft_living' 'yr_renovated']
56,33.6884,['bathrooms' 'sqft_living' 'floors']
1704,33.9293,['bedrooms' 'bathrooms' 'view' 'condition' 'sqft_above' 'yr_renovated']
2383,33.9352,['sqft_lot' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_built']
2152,33.9376,['bathrooms' 'sqft_lot' 'view' 'condition' 'sqft_above' 'yr_renovated']
2202,33.938,['bathrooms' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_renovated']
2368,33.9463,['sqft_lot' 'floors' 'view' 'condition' 'sqft_above' 'yr_built']
1934,33.9531,['bedrooms' 'floors' 'view' 'condition' 'sqft_above' 'yr_built']
2404,33.9532,['floors' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_built']
1899,33.9547,['bedrooms' 'sqft_lot' 'view' 'condition' 'sqft_above' 'yr_built']
1437,33.9636,['sqft_lot' 'view' 'condition' 'sqft_above' 'yr_built']
1242,33.976,['bathrooms' 'view' 'condition' 'sqft_above' 'yr_renovated']
1472,33.9775,['floors' 'view' 'condition' 'sqft_above' 'yr_built']
2399,33.9792,['sqft_lot' 'view' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
2420,33.9824,['floors' 'view' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
1949,33.9976,['bedrooms' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_built']
1487,34.0194,['waterfront' 'view' 'condition' 'sqft_above' 'yr_built']
1627,34.02,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'condition' 'sqft_above']
2390,34.0209,['sqft_lot' 'waterfront' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1883,34.0247,['bedrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'yr_built']
2130,34.0261,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'condition' 'sqft_above']
1031,34.0288,['bedrooms' 'view' 'condition' 'sqft_above' 'yr_built']
2426,34.0343,['waterfront' 'view' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
1906,34.0365,['bedrooms' 'sqft_lot' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1682,34.0377,['bedrooms' 'bathrooms' 'waterfront' 'view' 'condition' 'sqft_above']
1965,34.0433,['bedrooms' 'view' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
701,34.0455,['view' 'condition' 'sqft_above' 'yr_built']
1421,34.0523,['sqft_lot' 'waterfront' 'view' 'sqft_above' 'yr_built']
1444,34.0565,['sqft_lot' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1165,34.0577,['bathrooms' 'sqft_lot' 'view' 'condition' 'sqft_above']
1503,34.0598,['view' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
815,34.0641,['bedrooms' 'bathrooms' 'view' 'condition' 'sqft_above']
1956,34.0645,['bedrooms' 'waterfront' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1220,34.0648,['bathrooms' 'waterfront' 'view' 'condition' 'sqft_above']
2187,34.069,['bathrooms' 'floors' 'view' 'condition' 'sqft_above' 'yr_renovated']
1918,34.0693,['bedrooms' 'floors' 'waterfront' 'view' 'sqft_above' 'yr_built']
960,34.0706,['bedrooms' 'sqft_lot' 'view' 'sqft_above' 'yr_built']
2352,34.0864,['sqft_lot' 'floors' 'waterfront' 'view' 'sqft_above' 'yr_built']
1941,34.0899,['bedrooms' 'floors' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
630,34.0905,['sqft_lot' 'view' 'sqft_above' 'yr_built']
485,34.0941,['bathrooms' 'view' 'condition' 'sqft_above']
1015,34.0948,['bedrooms' 'waterfront' 'view' 'sqft_above' 'yr_built']
2411,34.095,['floors' 'waterfront' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1863,34.0954,['bedrooms' 'sqft_lot' 'floors' 'view' 'sqft_above' 'yr_built']
1494,34.0963,['waterfront' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
2375,34.0999,['sqft_lot' 'floors' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
1038,34.1045,['bedrooms' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
995,34.1121,['bedrooms' 'floors' 'view' 'sqft_above' 'yr_built']
1456,34.1145,['floors' 'waterfront' 'view' 'sqft_above' 'yr_built']
1401,34.1231,['sqft_lot' 'floors' 'view' 'sqft_above' 'yr_built']
1479,34.1256,['floors' 'view' 'sqft_above' 'yr_built' 'yr_renovated']
685,34.1258,['waterfront' 'view' 'sqft_above' 'yr_built']
708,34.13,['view' 'sqft_above' 'yr_built' 'yr_renovated']
370,34.1379,['bedrooms' 'view' 'sqft_above' 'yr_built']
1662,34.1466,['bedrooms' 'bathrooms' 'floors' 'view' 'condition' 'sqft_above']
665,34.1467,['floors' 'view' 'sqft_above' 'yr_built']
205,34.1609,['view' 'sqft_above' 'yr_built']
2165,34.1755,['bathrooms' 'floors' 'waterfront' 'view' 'condition' 'sqft_above']
2110,34.1868,['bathrooms' 'sqft_lot' 'floors' 'view' 'condition' 'sqft_above']
1200,34.2127,['bathrooms' 'floors' 'view' 'condition' 'sqft_above']
2136,34.5332,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
1226,34.5612,['bathrooms' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
1688,34.5625,['bedrooms' 'bathrooms' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
1171,34.578,['bathrooms' 'sqft_lot' 'view' 'sqft_above' 'yr_renovated']
1633,34.5814,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'sqft_above' 'yr_renovated']
1151,34.5966,['bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above']
1613,34.5978,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above']
491,34.6001,['bathrooms' 'view' 'sqft_above' 'yr_renovated']
821,34.6053,['bedrooms' 'bathrooms' 'view' 'sqft_above' 'yr_renovated']
2171,34.6129,['bathrooms' 'floors' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
471,34.6202,['bathrooms' 'waterfront' 'view' 'sqft_above']
801,34.6203,['bedrooms' 'bathrooms' 'waterfront' 'view' 'sqft_above']
1668,34.6358,['bedrooms' 'bathrooms' 'floors' 'view' 'sqft_above' 'yr_renovated']
435,34.6392,['bathrooms' 'sqft_lot' 'view' 'sqft_above']
765,34.6411,['bedrooms' 'bathrooms' 'sqft_lot' 'view' 'sqft_above']
1878,34.642,['bedrooms' 'sqft_lot' 'waterfront' 'view' 'condition' 'sqft_above']
1648,34.6471,['bedrooms' 'bathrooms' 'floors' 'waterfront' 'view' 'sqft_above']
2116,34.6518,['bathrooms' 'sqft_lot' 'floors' 'view' 'sqft_above' 'yr_renovated']
1206,34.6523,['bathrooms' 'floors' 'view' 'sqft_above' 'yr_renovated']
1416,34.6526,['sqft_lot' 'waterfront' 'view' 'condition' 'sqft_above']
2096,34.6548,['bathrooms' 'sqft_lot' 'floors' 'waterfront' 'view' 'sqft_above']
86,34.6559,['bathrooms' 'view' 'sqft_above']
251,34.6583,['bedrooms' 'bathrooms' 'view' 'sqft_above']
1186,34.6626,['bathrooms' 'floors' 'waterfront' 'view' 'sqft_above']
2384,34.6678,['sqft_lot' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_renovated']
955,34.6722,['bedrooms' 'sqft_lot' 'view' 'condition' 'sqft_above']
1598,34.6786,['bedrooms' 'bathrooms' 'sqft_lot' 'floors' 'view' 'sqft_above']
625,34.6805,['sqft_lot' 'view' 'condition' 'sqft_above']
786,34.6845,['bedrooms' 'bathrooms' 'floors' 'view' 'sqft_above']
1900,34.697,['bedrooms' 'sqft_lot' 'view' 'condition' 'sqft_above' 'yr_renovated']
1136,34.6988,['bathrooms' 'sqft_lot' 'floors' 'view' 'sqft_above']
456,34.7016,['bathrooms' 'floors' 'view' 'sqft_above']
1438,34.7051,['sqft_lot' 'view' 'condition' 'sqft_above' 'yr_renovated']
1010,34.7092,['bedrooms' 'waterfront' 'view' 'condition' 'sqft_above']
1950,34.7197,['bedrooms' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_renovated']
680,34.7278,['waterfront' 'view' 'condition' 'sqft_above']
365,34.7345,['bedrooms' 'view' 'condition' 'sqft_above']
1488,34.7411,['waterfront' 'view' 'condition' 'sqft_above' 'yr_renovated']
200,34.7487,['view' 'condition' 'sqft_above']
1032,34.7582,['bedrooms' 'view' 'condition' 'sqft_above' 'yr_renovated']
702,34.7738,['view' 'condition' 'sqft_above' 'yr_renovated']
2369,34.79,['sqft_lot' 'floors' 'view' 'condition' 'sqft_above' 'yr_renovated']
2405,34.7933,['floors' 'waterfront' 'view' 'condition' 'sqft_above' 'yr_renovated']
2347,34.7967,['sqft_lot' 'floors' 'waterfront' 'view' 'condition' 'sqft_above']
1935,34.8132,['bedrooms' 'floors' 'view' 'condition' 'sqft_above' 'yr_renovated']
1913,34.8278,['bedrooms' 'floors' 'waterfront' 'view' 'condition' 'sqft_above']
1858,34.8291,['bedrooms' 'sqft_lot' 'floors' 'view' 'condition' 'sqft_above']
1473,34.8302,['floors' 'view' 'condition' 'sqft_above' 'yr_renovated']
1396,34.8363,['sqft_lot' 'floors' 'view' 'condition' 'sqft_above']
1451,34.8503,['floors' 'waterfront' 'view' 'condition' 'sqft_above']
990,34.8626,['bedrooms' 'floors' 'view' 'condition' 'sqft_above']
660,34.8783,['floors' 'view' 'condition' 'sqft_above']
1694,34.9148,"['bedrooms' 'bathrooms' 'waterfront' 'condition' 'sqft_above'
 'yr_renovated']"
2142,34.9557,"['bathrooms' 'sqft_lot' 'waterfront' 'condition' 'sqft_above'
 'yr_renovated']"
1232,34.97,['bathrooms' 'waterfront' 'condition' 'sqft_above' 'yr_renovated']
1889,35.0181,['bedrooms' 'sqft_lot' 'waterfront' 'condition' 'sqft_above' 'yr_built']
1924,35.0207,['bedrooms' 'floors' 'waterfront' 'condition' 'sqft_above' 'yr_built']
1427,35.0381,['sqft_lot' 'waterfront' 'condition' 'sqft_above' 'yr_built']
2358,35.0386,['sqft_lot' 'floors' 'waterfront' 'condition' 'sqft_above' 'yr_built']
1462,35.0601,['floors' 'waterfront' 'condition' 'sqft_above' 'yr_built']
2394,35.0722,"['sqft_lot' 'waterfront' 'condition' 'sqft_above' 'yr_built'
 'yr_renovated']"
2177,35.073,['bathrooms' 'floors' 'waterfront' 'condition' 'sqft_above' 'yr_renovated']
1021,35.075,['bedrooms' 'waterfront' 'condition' 'sqft_above' 'yr_built']
2415,35.0866,['floors' 'waterfront' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
691,35.1026,['waterfront' 'condition' 'sqft_above' 'yr_built']
1960,35.1116,"['bedrooms' 'waterfront' 'condition' 'sqft_above' 'yr_built'
 'yr_renovated']"
1896,35.1277,['bedrooms' 'sqft_lot' 'waterfront' 'sqft_above' 'yr_built' 'yr_renovated']
941,35.1308,['bedrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above']
1884,35.1326,['bedrooms' 'sqft_lot' 'waterfront' 'view' 'sqft_above' 'yr_renovated']
1498,35.141,['waterfront' 'condition' 'sqft_above' 'yr_built' 'yr_renovated']
1617,35.1467,['bedrooms' 'bathrooms' 'sqft_lot' 'waterfront' 'condition' 'sqft_above']
805,35.1533,['bedrooms' 'bathrooms' 'waterfront' 'condition' 'sqft_above']
